Entity Type,Entity Value,Intent,Replies
allowance_type,monthly parking allowance,entitlement-system-view,Go to Orisoft -> FLOWnet -> Request forms -> Allowance. Choose the right allowance and your amount is there.
allowance_type,monthly parking allowance,entitlement-system-view,"To check for your entitlement, you need to go onto Orisoft -> FLOWnet -> Request forms -> Allowance."
allowance_type,monthly parking allowance,entitlement-system-view,Your monthly parking allowance can been seen in Orisoft -> FLOWnet -> Request forms -> Allowance.
allowance_type,monthly parking allowance,entitlement-system-calculaterate,"It is a fixed monthly parking allowance of RM75.00 per month, subject to pro-ration where applicable. "
allowance_type,monthly parking allowance,approval-process-apply,The employeeês immediate manager will enlist and validate the employeeês eligibility by submitting his/her name to HR. The manager is required to inform HR (add or remove the allowance whenever applicable). This has to be done on Workday.
allowance_type,monthly parking allowance,approval-process-edit,"Monthly parking allowance is submitted by your immediate manager, so if you want to resubmit this claim for the monthly parking allowance, you will have to speak to your immediate manager."
allowance_type,monthly parking allowance,approval-timing-duration,That would highly depend on your immediate manager
allowance_type,monthly parking allowance,approval-timing-when,Please submit your claim on Orisoft by the 15th of the month.
allowance_type,monthly parking allowance,approval-timing-when,You should submit your claim by the 15th of the month.
allowance_type,monthly parking allowance,approval-timing-when,We close all claim submissions on the 15th of every month
allowance_type,monthly parking allowance,approval-timing-payout,Monthly parking allowance will be paid through payroll on the 28th along with the employeeês monthly salary.  
allowance_type,monthly parking allowance,approval-escalation,"Should you wish to speak to anyone, you may speak to your immediate manager or the HR Business Partner of your division. "
allowance_type,monthly parking allowance,approval-person-who,"The employeeês immediate manager will be in charge of enlisting, validating and approving the employeeês eligibility to claim mall allowance."
allowance_type,monthly parking allowance,approval-person-absentmanager,"Unfortunately, you will have to wait for your manager to return to approve your allowance on Orisoft. Or try to get him or her on D'Claim."
allowance_type,monthly parking allowance,approval-person-absentmanager,"Only your manager can approve this allowance, please wait for him or her to return. Or get him or her to do it on D'Claim"
allowance_type,monthly parking allowance,approval-person-absentmanager,"Sorry, but your manager is the only person allowed to approve this claim. Altenatively, you can get him to do it on D'Claim."
allowance_type,monthly parking allowance,approval-document,"No documents required, only your immediate manager's approval"
allowance_type,monthly parking allowance,approval-document,There is no documents needed for this allowance.
allowance_type,monthly parking allowance,approval-document,"No documents needed to apply for monthly parking allowance, only your manager's approval."
allowance_type,monthly parking allowance,approval-system-statusview,You may check it on D'Claim or Orisoft.
allowance_type,monthly parking allowance,approval-system-statusview,The status of your claim can be checked on Orisoft or D'Claim
allowance_type,monthly parking allowance,approval-system-statusview,Please check on D'Claim or Orisoft to see where you claim is at right now.
allowance_type,monthly parking allowance,approval-violation,You will only get your allowance in the next pay cycle.
allowance_type,monthly parking allowance,approval-violation,"No worries, you will still get your allowance, only it will come in the next months pay cycle."
allowance_type,monthly parking allowance,cancellation-process-how,"You may go onto Orisoft, and withdraw your application"
allowance_type,monthly parking allowance,cancellation-process-how,Simply log onto Orisoft and withdraw your application. 
